Scenario;Region;Sector;Set;Name;Description;Unit;Type;Sub type;Lim type;Time slice level;Peak time slice
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-M_C_CO_;Positive dummy var for UC: Retrofit_Max-M_C_CO;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-M_C_EN_;Positive dummy var for UC: Retrofit_Max-M_C_EN;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-M_C_BA_;Positive dummy var for UC: Retrofit_Max-M_C_BA;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Murs3Fac1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs3Fac1945_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Sols3Fac1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols3Fac1958_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Toits4Fac1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits4Fac1945_MaxNcap;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-F_C_BP_;Positive dummy var for UC: Retrofit_Max-F_C_BP;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Sols4Fac1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols4Fac1945_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_ToitsAppa2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_ToitsAppa2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Toits3Fac1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits3Fac1989_MaxNcap;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-T_C_CS_;Positive dummy var for UC: Retrofit_Max-T_C_CS;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_FenetresAppa1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_FenetresAppa1958_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Sols4Fac1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols4Fac1989_MaxNcap;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-T_C_CO_;Positive dummy var for UC: Retrofit_Max-T_C_CO;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Fenetres4Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres4Fac1976_MaxNcap;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_CPS_USED_COM_;Positive dummy var for UC: UC_CPS_USED_COM;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_WAM_ELC_PV2025_;Positive dummy var for UC: UC_WAM_ELC_PV2025;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Murs2Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs2Fac1976_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_FenetresAppa2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_FenetresAppa2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-M_C_SA_;Positive dummy var for UC: Retrofit_Max-M_C_SA;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Fenetres4Fac1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres4Fac1958_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Murs3Fac1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs3Fac1989_MaxNcap;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-M_C_SA_;Positive dummy var for UC: Retrofit_Max-M_C_SA;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Toits4Fac1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits4Fac1989_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Fenetres4Fac1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres4Fac1945_MaxNcap;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_switch_COM_moderation_OIL_;Positive dummy var for UC: UC_switch_COM_moderation_OIL;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_SolsAppa1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_SolsAppa1989_MaxNcap;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-M_C_EN_;Positive dummy var for UC: Retrofit_Max-M_C_EN;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Toits3Fac1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits3Fac1945_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Murs4Fac1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs4Fac1989_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Sols4Fac1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols4Fac1958_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_ToitsAppa1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_ToitsAppa1976_MaxNcap;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;RSD_PEL_Poele_prime_;Positive dummy var for UC: RSD_PEL_Poele_prime;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-M_C_SA_;Positive dummy var for UC: Retrofit_Max-M_C_SA;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Fenetres4Fac1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres4Fac1945_MaxNcap;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;C-SER_limitation_fossil_New_Appart_;Positive dummy var for UC: C-SER_limitation_fossil_New_Appart;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-T_C_CS_;Positive dummy var for UC: Retrofit_Max-T_C_CS;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Fenetres3Fac1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres3Fac1989_MaxNcap;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;RSD_HPRH_prime_;Positive dummy var for UC: RSD_HPRH_prime;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_ToitsAppa2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_ToitsAppa2005_MaxNcap;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_switch_RSD_2020_OIL_;Positive dummy var for UC: UC_switch_RSD_2020_OIL;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_C_WEM_;Positive dummy var for UC: Retrofit_C_WEM;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-M_C_BP_;Positive dummy var for UC: Retrofit_Max-M_C_BP;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Murs2Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs2Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_ToitsAppa1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_ToitsAppa1945_MaxNcap;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;PV_commercial_;Positive dummy var for UC: PV_commercial;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Murs2Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs2Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_ToitsAppa1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_ToitsAppa1945_MaxNcap;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-F_C_CO_;Positive dummy var for UC: Retrofit_Max-F_C_CO;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Toits4Fac1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits4Fac1958_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_MursAppa1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_MursAppa1945_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_MursAppa1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_MursAppa1989_MaxNcap;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;C-SER_limitation_fossil_New_maison_;Positive dummy var for UC: C-SER_limitation_fossil_New_maison;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-T_C_SA_;Positive dummy var for UC: Retrofit_Max-T_C_SA;UCU;NRG;dummy;;;
UC_Emissions_ETS_capture;RW;-;NRG;Link_elc_CO2c_CO2us_;Positive dummy var for UC: Link_elc_CO2c_CO2us;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_FenetresAppa2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_FenetresAppa2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Fenetres3Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres3Fac1976_MaxNcap;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;RSD_HPRW_prime_;Positive dummy var for UC: RSD_HPRW_prime;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Sols2Fac1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols2Fac1989_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-M_C_CS_;Positive dummy var for UC: Retrofit_Max-M_C_CS;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-S_C_CS_;Positive dummy var for UC: Retrofit_Max-S_C_CS;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_SolsAppa2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_SolsAppa2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Fenetres4Fac1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres4Fac1958_MaxNcap;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-M_C_BP_;Positive dummy var for UC: Retrofit_Max-M_C_BP;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-M_C_BA_;Positive dummy var for UC: Retrofit_Max-M_C_BA;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_ToitsAppa1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_ToitsAppa1958_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Fenetres2Fac1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres2Fac1945_MaxNcap;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_IND_moderation_bioP_lo_;Positive dummy var for UC: UC_IND_moderation_bioP_lo;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-S_C_CS_;Positive dummy var for UC: Retrofit_Max-S_C_CS;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-F_C_BP_;Positive dummy var for UC: Retrofit_Max-F_C_BP;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_WAM_ELC_WIN2025-;Negative dummy var for UC: UC_WAM_ELC_WIN2025;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-M_C_BA-;Negative dummy var for UC: Retrofit_Max-M_C_BA;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Sols3Fac1989_MaxNcap-;Negative dummy var for UC: UC_Retrofit_Sols3Fac1989_MaxNcap;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-T-R-;Negative dummy var for UC: Retrofit_Max-T-R;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-F_C_SA-;Negative dummy var for UC: Retrofit_Max-F_C_SA;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Toits4Fac1958_MaxNcap-;Negative dummy var for UC: UC_Retrofit_Toits4Fac1958_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-F_C_BP_;Positive dummy var for UC: Retrofit_Max-F_C_BP;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_PEL_USED_RSD_;Positive dummy var for UC: UC_PEL_USED_RSD;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-T_C_SA_;Positive dummy var for UC: Retrofit_Max-T_C_SA;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Toits3Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits3Fac1976_MaxNcap;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-M_C_CS_;Positive dummy var for UC: Retrofit_Max-M_C_CS;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-M_C_CS_;Positive dummy var for UC: Retrofit_Max-M_C_CS;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;PV_industrie_;Positive dummy var for UC: PV_industrie;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_switch_RSD_2020_GMX_;Positive dummy var for UC: UC_switch_RSD_2020_GMX;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Fenetres3Fac1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres3Fac1958_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Fenetres2Fac1958_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres2Fac1958_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Murs2Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs2Fac1976_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Murs4Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs4Fac1976_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Sols2Fac1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols2Fac1989_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-F_C_EN_;Positive dummy var for UC: Retrofit_Max-F_C_EN;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-M_C_EN_;Positive dummy var for UC: Retrofit_Max-M_C_EN;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Fenetres3Fac1989_MaxNcap-;Negative dummy var for UC: UC_Retrofit_Fenetres3Fac1989_MaxNcap;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_switch_COM_moderation_GAS-;Negative dummy var for UC: UC_switch_COM_moderation_GAS;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Toits2Fac2005_MaxNcap-;Negative dummy var for UC: UC_Retrofit_Toits2Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-T_C_EN-;Negative dummy var for UC: Retrofit_Max-T_C_EN;UCU;NRG;dummy;;;
Capacity_stock_CO2;RW;-;NRG;Storage_comcum_MAX-;Negative dummy var for UC: Storage_comcum_MAX;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Fenetres3Fac2005_MaxNcap-;Negative dummy var for UC: UC_Retrofit_Fenetres3Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Toits4Fac2005_MaxNcap-;Negative dummy var for UC: UC_Retrofit_Toits4Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_SolsAppa1976_MaxNcap-;Negative dummy var for UC: UC_Retrofit_SolsAppa1976_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Toits4Fac1989_MaxNcap-;Negative dummy var for UC: UC_Retrofit_Toits4Fac1989_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Toits2Fac2005_MaxNcap-;Negative dummy var for UC: UC_Retrofit_Toits2Fac2005_MaxNcap;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-T_C_EN-;Negative dummy var for UC: Retrofit_Max-T_C_EN;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Fenetres4Fac2005_MaxNcap-;Negative dummy var for UC: UC_Retrofit_Fenetres4Fac2005_MaxNcap;UCU;NRG;dummy;;;
CO2_Target_Cum;RW;-;NRG;UC_CUMCO2-NETS_2030_;Positive dummy var for UC: UC_CUMCO2-NETS_2030;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Sols3Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols3Fac1976_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Sols3Fac1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols3Fac1945_MaxNcap;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_IND_moderation_cps_;Positive dummy var for UC: UC_IND_moderation_cps;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-F_C_SA_;Positive dummy var for UC: Retrofit_Max-F_C_SA;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_FenetresAppa1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_FenetresAppa1945_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Sols4Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols4Fac1976_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-S_C_SA_;Positive dummy var for UC: Retrofit_Max-S_C_SA;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Toits4Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits4Fac1976_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Murs3Fac1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs3Fac1989_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Murs4Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs4Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Fenetres4Fac1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres4Fac1989_MaxNcap;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;TRA_TLCV_stop_thermique_;Positive dummy var for UC: TRA_TLCV_stop_thermique;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;IND_bil2020GMX-;Negative dummy var for UC: IND_bil2020GMX;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_SolsAppa1958_MaxNcap-;Negative dummy var for UC: UC_Retrofit_SolsAppa1958_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Fenetres3Fac1976_MaxNcap-;Negative dummy var for UC: UC_Retrofit_Fenetres3Fac1976_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Murs4Fac1976_MaxNcap-;Negative dummy var for UC: UC_Retrofit_Murs4Fac1976_MaxNcap;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_switch_RSD_moderation_LPG-;Negative dummy var for UC: UC_switch_RSD_moderation_LPG;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_WAM_ELC_CHPIND2025-;Negative dummy var for UC: UC_WAM_ELC_CHPIND2025;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Toits3Fac2005_MaxNcap-;Negative dummy var for UC: UC_Retrofit_Toits3Fac2005_MaxNcap;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_switch_RSD_moderation_GMX-;Negative dummy var for UC: UC_switch_RSD_moderation_GMX;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-F_C_CS-;Negative dummy var for UC: Retrofit_Max-F_C_CS;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Toits4Fac2005_MaxNcap-;Negative dummy var for UC: UC_Retrofit_Toits4Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Fenetres2Fac2005_MaxNcap-;Negative dummy var for UC: UC_Retrofit_Fenetres2Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Sols4Fac2005_MaxNcap-;Negative dummy var for UC: UC_Retrofit_Sols4Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Sols3Fac1945_MaxNcap-;Negative dummy var for UC: UC_Retrofit_Sols3Fac1945_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Murs3Fac1945_MaxNcap-;Negative dummy var for UC: UC_Retrofit_Murs3Fac1945_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Murs4Fac1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs4Fac1945_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Sols2Fac1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols2Fac1945_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-S_C_CO_;Positive dummy var for UC: Retrofit_Max-S_C_CO;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Sols2Fac1976_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols2Fac1976_MaxNcap;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-S_C_SA_;Positive dummy var for UC: Retrofit_Max-S_C_SA;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Toits2Fac1945_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Toits2Fac1945_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Fenetres2Fac1989_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Fenetres2Fac1989_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-S_C_EN_;Positive dummy var for UC: Retrofit_Max-S_C_EN;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-S_C_EN_;Positive dummy var for UC: Retrofit_Max-S_C_EN;UCU;NRG;dummy;;;
WEM_ART_7;RW;-;NRG;Retrofit_Max-F_C_EN_;Positive dummy var for UC: Retrofit_Max-F_C_EN;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Murs4Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Murs4Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_Sols3Fac2005_MaxNcap_;Positive dummy var for UC: UC_Retrofit_Sols3Fac2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-F_C_CS-;Negative dummy var for UC: Retrofit_Max-F_C_CS;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_Fenetres3Fac2005_MaxNcap-;Negative dummy var for UC: UC_Retrofit_Fenetres3Fac2005_MaxNcap;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;IND_bilan20_OIL-;Negative dummy var for UC: IND_bilan20_OIL;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_MursAppa2005_MaxNcap-;Negative dummy var for UC: UC_Retrofit_MursAppa2005_MaxNcap;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-T_C_CO-;Negative dummy var for UC: Retrofit_Max-T_C_CO;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;Retrofit_Max-S_C_BP-;Negative dummy var for UC: Retrofit_Max-S_C_BP;UCU;NRG;dummy;;;
UC_Retrofit_Rates;RW;-;NRG;UC_Retrofit_FenetresAppa1945_MaxNcap-;Negative dummy var for UC: UC_Retrofit_FenetresAppa1945_MaxNcap;UCU;NRG;dummy;;;
UC_retrofits_rates_COM;RW;-;NRG;Retrofit_Max-S_C_CO-;Negative dummy var for UC: Retrofit_Max-S_C_CO;UCU;NRG;dummy;;;
UC_Retrofit_StratReno;RW;-;NRG;UC_Retrofit_SolsAppa1958_MaxNcap-;Negative dummy var for UC: UC_Retrofit_SolsAppa1958_MaxNcap;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;UC_switch_RSD_moderation_OIL-;Negative dummy var for UC: UC_switch_RSD_moderation_OIL;UCU;NRG;dummy;;;
MMR_WAM;RW;-;NRG;IND_bilan20_COA-;Negative dummy var for UC: IND_bilan20_COA;UCU;NRG;dummy;;;
